"","cpid","crop.name","crop.category","cropid","variable","value"
"3823","DEVAS","DANGARI","VEGETABLES",627,"11",1
"3824","DEVAS","AMADI","VEGETABLES",628,"11",1
"3825","DEVAS","SHAKAR-KAND(SWEET POTATO)","VEGETABLES",629,"11",1
"3826","DEVAS","SOUP","VEGETABLES",630,"11",1
"3827","DEVAS","ARANDI","VEGETABLES",631,"11",1
"3828","KHANDWA","JOWAR","CEREALS",101,"11",1
"3829","KHANDWA","MAIZE","CEREALS",102,"11",1
"3830","KHANDWA","WHEAT","CEREALS",103,"11",1
"3831","KHANDWA","PADDY","CEREALS",104,"11",1
"3832","KHANDWA","SAWARIYA","PULSES",201,"11",1
"3833","KHANDWA","CODU","PULSES",202,"11",1
"3834","KHANDWA","KUTKI","PULSES",203,"11",1
"3835","KHANDWA","BADALI","PULSES",204,"11",1
"3836","KHANDWA","GRAM","PULSES",205,"11",1
"3837","KHANDWA","TUWAR","PULSES",206,"11",1
"3838","KHANDWA","URAD","PULSES",207,"11",1
"3839","KHANDWA","MUNG","PULSES",208,"11",1
"3840","KHANDWA","CHAWALA","PULSES",209,"11",1
"3841","KHANDWA","MASOOR","PULSES",210,"11",1
"3842","KHANDWA","SOYABEAN","OILSEEDS",301,"11",1
"3843","KHANDWA","MUNGFALI (GROUNDNUT)","OILSEEDS",302,"11",1
"3844","KHANDWA","TILLI(SESAME)","OILSEEDS",303,"11",1
"3845","KHANDWA","COTTON","FIBRE",401,"11",1
"3846","KHANDWA","JAM","FRUIT",501,"11",1
"3847","KHANDWA","AAM(MANGO)","FRUIT",502,"11",1
"3848","KHANDWA","JAMUN(BLACK PLUM)","FRUIT",503,"11",1
"3849","KHANDWA","BER (INDIAN APPLE)","FRUIT",504,"11",1
"3850","KHANDWA","AAWALA(GOOSEBERRY)","FRUIT",505,"11",1
"3851","KHANDWA","MAHUWA","FRUIT",506,"11",1
"3852","KHANDWA","TEMRU","FRUIT",507,"11",1
"3853","KHANDWA","NIMBU(LEMON)","FRUIT",508,"11",1
"3854","KHANDWA","SITAFAL(CUSTARD APPLE)","FRUIT",509,"11",1
"3855","KHANDWA","KELA(BANANA)","FRUIT",510,"11",1
"3856","KHANDWA","PAPITA(PAPPAYA)","FRUIT",511,"11",1
"3857","KHANDWA","KATAL (JACKFRUIT)","FRUIT",512,"11",1
"3858","KHANDWA","IMALI(TAMARIND)","FRUIT",513,"11",1
"3859","KHANDWA","SUGARCANE","FRUIT",514,"11",1
"3860","KHANDWA","BEGAN(BRINJAL)","VEGETABLES",601,"11",1
"3861","KHANDWA","BALAR","VEGETABLES",602,"11",1
"3862","KHANDWA","PALAK(SPINACH)","VEGETABLES",603,"11",1
"3863","KHANDWA","METHI(FENUGREEK)","VEGETABLES",604,"11",1
"3864","KHANDWA","BHINDI(OKRA)","VEGETABLES",605,"11",1
"3865","KHANDWA","KARELA(BITTER GOURD)","VEGETABLES",606,"11",1
"3866","KHANDWA","GAWARFALI(CLUSTER BEANS)","VEGETABLES",607,"11",1
"3867","KHANDWA","KADU(PUMPKIN)","VEGETABLES",608,"11",1
"3868","KHANDWA","GILKI","VEGETABLES",609,"11",1
"3869","KHANDWA","MUTTOR(PEAS)","VEGETABLES",610,"11",1
"3870","KHANDWA","LOKI(BOTTLE GOURD)","VEGETABLES",611,"11",1
"3871","KHANDWA","AMADI KI BHAJI","VEGETABLES",612,"11",1
"3872","KHANDWA","MIRCH","VEGETABLES",613,"11",1
"3873","KHANDWA","GAJAR(CARROT)","VEGETABLES",614,"11",1
"3874","KHANDWA","MULI(RADDISH)","VEGETABLES",615,"11",1
"3875","MAHBUBNAGAR","RICE","CEREALS",101,"11",1
"3876","MAHBUBNAGAR","JOWAR","CEREALS",102,"11",1
"3878","MAHBUBNAGAR","PATTHI","PULSES",201,"11",1
"3879","MAHBUBNAGAR","TELLA JONNA","PULSES",202,"11",1
"3880","MAHBUBNAGAR","KANDI","PULSES",203,"11",1
"3882","MAHBUBNAGAR","GREEN GRAM ","PULSES",205,"11",1
"3884","MAHBUBNAGAR","BEBBARLU","PULSES",207,"11",1
"3886","MAHBUBNAGAR","PALLI","OILSEEDS",301,"11",1
"3887","MAHBUBNAGAR","SOYA ","OILSEEDS",302,"11",1
"3888","MAHBUBNAGAR","SUNFLOWER ","OILSEEDS",303,"11",1
"3891","MAHBUBNAGAR","MANGO","FRUIT",501,"11",1
"3892","MAHBUBNAGAR","PAPAYA","FRUIT",502,"11",1
"3893","MAHBUBNAGAR","REGU","FRUIT",503,"11",1
"3894","MAHBUBNAGAR","SEETHAPHUL","FRUIT",504,"11",1
"3896","MAHBUBNAGAR","MANGA PANDU","FRUIT",506,"11",1
"3898","MAHBUBNAGAR","GUAVA ","FRUIT",508,"11",1
"3899","MAHBUBNAGAR","SAPOTA","FRUIT",509,"11",1
"3901","MAHBUBNAGAR","MENTHEM  (LEAFYVEGETABLE)                             ","VEGETABLES",602,"11",1
"3903","MAHBUBNAGAR","MIRCHI","VEGETABLES",604,"11",1
"3905","MAHBUBNAGAR","BENDA ","VEGETABLES",606,"11",1
"3907","MAHBUBNAGAR","BEERAKAAYA","VEGETABLES",608,"11",1
"3908","MAHBUBNAGAR","ULLIGADDA","VEGETABLES",609,"11",1
"3909","MAHBUBNAGAR","TOTA KURA(LEAFY VEGETABLE)","VEGETABLES",610,"11",1
"3911","MALKANGIRI","PADDY","CEREALS",102,"11",1
"3912","MALKANGIRI","RAGI","CEREALS",103,"11",1
"3913","MALKANGIRI","SUA (MILLETS)","CEREALS",104,"11",1
"3914","MALKANGIRI","SWEET CORN","CEREALS",105,"11",1
"3915","MALKANGIRI","BOROBOTI","PULSES",201,"11",1
"3916","MALKANGIRI","DONGORRANI","PULSES",202,"11",1
"3917","MALKANGIRI","HORSE GRAM","PULSES",203,"11",1
"3918","MALKANGIRI","JHUDUNGO","PULSES",204,"11",1
"3919","MALKANGIRI","PIGEON PEA","PULSES",205,"11",1
"3920","MALKANGIRI","BLACK GRAM","PULSES",206,"11",1
"3921","MALKANGIRI","GREEN GRAM","PULSES",207,"11",1
"3923","MALKANGIRI","SEASAME","OILSEEDS",302,"11",1
"3924","MALKANGIRI","GROUND NUT","OILSEEDS",303,"11",1
"3926","MALKANGIRI","COCONUT","FRUIT",501,"11",1
"3927","MALKANGIRI","BANANA","FRUIT",502,"11",1
"3934","MALKANGIRI","PAPAYA","FRUIT",503,"11",1
"3935","MALKANGIRI","SUGAR CANE","FRUIT",504,"11",1
"3936","MALKANGIRI"," YAM ROOT","VEGETABLES",601,"11",1
"3937","MALKANGIRI","ASH GOURD","VEGETABLES",602,"11",1
"3939","MALKANGIRI","BEANS","VEGETABLES",604,"11",1
"3940","MALKANGIRI","BITTER GOURD","VEGETABLES",605,"11",1
"3941","MALKANGIRI","BLACK BEANS","VEGETABLES",606,"11",1
"3942","MALKANGIRI","BOTTLE GOURD","VEGETABLES",607,"11",1
"3943","MALKANGIRI","BRINJAL","VEGETABLES",608,"11",1
"3944","MALKANGIRI","BUTTER BEANS","VEGETABLES",609,"11",1
"3945","MALKANGIRI","CABBAGE","VEGETABLES",610,"11",1
"3946","MALKANGIRI","MUSTARD","VEGETABLES",611,"11",1
"3947","MALKANGIRI","CAULIFLOWER","VEGETABLES",612,"11",1
"3948","MALKANGIRI","DRUMSTICKS","VEGETABLES",613,"11",1
"3949","MALKANGIRI","EDDOE ( ROOT VEGETABLE)","VEGETABLES",614,"11",1
"3950","MALKANGIRI","EVY GOURD","VEGETABLES",615,"11",1
"3951","MALKANGIRI","KIDNEY BEANS","VEGETABLES",616,"11",1
"3952","MALKANGIRI","KOHLRABI","VEGETABLES",617,"11",1
"3953","MALKANGIRI","LADY’S FINGER","VEGETABLES",618,"11",1
"3955","MALKANGIRI","PUMPKIN","VEGETABLES",620,"11",1
"3956","MALKANGIRI","RADISH","VEGETABLES",621,"11",1
"3957","MALKANGIRI","RIDGE GOURD","VEGETABLES",622,"11",1
"3958","MALKANGIRI","SNAKE GOURD","VEGETABLES",623,"11",1
"3959","MALKANGIRI","SWEET ROOT","VEGETABLES",624,"11",1
"3960","MALKANGIRI","TOMATO","VEGETABLES",625,"11",1
"3962","MALKANGIRI","CHILLI","VEGETABLES",627,"11",1
"3963","MALKANGIRI","DHONIA(CORIANDER)","VEGETABLES",628,"11",1
"3964","MALKANGIRI","GARLIC","VEGETABLES",629,"11",1
"3965","MALKANGIRI","GINGER","VEGETABLES",630,"11",1
"3966","MALKANGIRI","ONION","VEGETABLES",631,"11",1
"3967","MALKANGIRI","TURMERIC","VEGETABLES",632,"11",1
"3968","PALAMU","MAKKA(MAIZE)","CEREALS",101,"11",1
"3969","PALAMU"," DHAN(PADDY)","CEREALS",102,"11",1
"3970","PALAMU","GENHU(WHEAT)","CEREALS",103,"11",1
"3971","PALAMU","JO(JOWAR)","CEREALS",104,"11",1
"3972","PALAMU","MARUA","CEREALS",105,"11",1
"3974","PALAMU","SAWA","CEREALS",107,"11",1
"3975","PALAMU","KODO ","CEREALS",108,"11",1
"3976","PALAMU","JINORA(TYPE OF BAJRA)","CEREALS",109,"11",1
"3977","PALAMU","ARHAR","PULSES",201,"11",1
"3978","PALAMU","GRAM","PULSES",202,"11",1
"3979","PALAMU","MASOOR","PULSES",203,"11",1
"3980","PALAMU","KURTHI","PULSES",204,"11",1
"3981","PALAMU","BODI","PULSES",205,"11",1
"3982","PALAMU","URAD","PULSES",206,"11",1
"3983","PALAMU","KHESARI ","PULSES",207,"11",1
"3984","PALAMU","BARAI ","PULSES",208,"11",1
"3987","PALAMU","RERI","OILSEEDS",301,"11",1
"3989","PALAMU","SARSO(MUSTARD)","OILSEEDS",303,"11",1
"3990","PALAMU","BADAM","OILSEEDS",304,"11",1
"3992","PALAMU","KUDRUM (CROP USED  FOR  MAKING ROPE)","FIBRE",401,"11",1
"3993","PALAMU","MAHUA FRUIT","FRUIT",501,"11",1
"3994","PALAMU","AAM(MANGO)","FRUIT",502,"11",1
"3996","PALAMU","AMRUD(GUVAVA)","FRUIT",504,"11",1
"3997","PALAMU","BELL","FRUIT",505,"11",1
"3998","PALAMU","JAMUN(BLACK PLUM)","FRUIT",506,"11",1
"3999","PALAMU","LEMON","FRUIT",507,"11",1
"4000","PALAMU","ANAR(POMERGRANATE)","FRUIT",508,"11",1
"4004","PALAMU","AWALA(GOOSEBERRY)","FRUIT",512,"11",1
"4009","PALAMU","AR KENA(ROOT VEGETABLE )","VEGETABLES",601,"11",1
"4011","PALAMU","TAMATOR(TOMATO)","VEGETABLES",603,"11",1
"4012","PALAMU","AALU(POTATO)","VEGETABLES",604,"11",1
"4013","PALAMU","PYAJ(ONION)","VEGETABLES",605,"11",1
"4014","PALAMU","BAIGAN(BRINJAL)","VEGETABLES",606,"11",1
"4015","PALAMU","MULLI(RADDISH)","VEGETABLES",607,"11",1
"4016","PALAMU","MIRCHA(CHILLIES)","VEGETABLES",608,"11",1
"4017","PALAMU","BHINDI (OKRA)","VEGETABLES",609,"11",1
"4020","PALAMU","CAULIFLOWER","VEGETABLES",612,"11",1
"4021","PALAMU","NENUA","VEGETABLES",613,"11",1
"4025","PALAMU","SEM ","VEGETABLES",617,"11",1
"4027","PALAMU","BHATUA","VEGETABLES",619,"11",1
"4028","PALAMU","KATAHAR (JACK FRUIT)","VEGETABLES",620,"11",1
"4029","PALAMU","KANDA (YAM ROOT)","VEGETABLES",621,"11",1
"4030","PALAMU","BOTALI ","VEGETABLES",622,"11",1
"4032","PALAMU","KHIRA(CUCUMBER)","VEGETABLES",624,"11",1
"4033","PALAMU","PALAK(SPINACH)","VEGETABLES",625,"11",1
"4034","PALAMU","DHANIA(CORIANDER)","VEGETABLES",626,"11",1
"4035","PALAMU","METHI(FENUGREEK)","VEGETABLES",627,"11",1
"4037","PALAMU","GAJAR(CARROT)","VEGETABLES",629,"11",1
"4039","PALAMU","SAKARKAND(SWEET POTATO)","VEGETABLES",631,"11",1
"4040","BANKURA","PADDY","CEREALS",101,"11",1
"4041","BANKURA","WHEAT","CEREALS",102,"11",1
"4042","BANKURA","MAIZE","CEREALS",103,"11",1
"4044","BANKURA","RAHER ","PULSES",201,"11",1
"4045","BANKURA","CHOLA","PULSES",202,"11",1
"4046","BANKURA","ROMA  ","PULSES",203,"11",1
"4047","BANKURA","MUNG","PULSES",204,"11",1
"4048","BANKURA","MUSUR","PULSES",205,"11",1
"4050","BANKURA","DUMUR ","PULSES",207,"11",1
"4053","BANKURA","KHASLA ","OILSEEDS",303,"11",1
"4055","BANKURA","MANGO","FRUIT",502,"11",1
"4056","BANKURA","JAM / KUT (BLACKBERRY)","FRUIT",503,"11",1
"4057","BANKURA","JACKFRUIT","FRUIT",504,"11",1
"4058","BANKURA","BEL","FRUIT",505,"11",1
"4059","BANKURA","AMRA (  MANGO)","FRUIT",506,"11",1
"4060","BANKURA","DATE","FRUIT",507,"11",1
"4061","BANKURA","PLUM","FRUIT",508,"11",1
"4062","BANKURA","GUVAVA","FRUIT",509,"11",1
"4064","BANKURA","KUL ","FRUIT",511,"11",1
"4066","BANKURA","BEDANA (POMERGRANATE)","FRUIT",513,"11",1
"4067","BANKURA","ORANGE","FRUIT",514,"11",1
"4068","BANKURA","LEMON","FRUIT",515,"11",1
"4072","BANKURA","POTATO","VEGETABLES",601,"11",1
"4073","BANKURA","GREEN ONION","VEGETABLES",602,"11",1
"4074","BANKURA","BRINJAL","VEGETABLES",603,"11",1
"4075","BANKURA","RADDISH","VEGETABLES",604,"11",1
"4076","BANKURA","LAU(BOTTLE GOURD)","VEGETABLES",605,"11",1
"4077","BANKURA","NOTE SHAK  (LEAFY VEGETABLE)","VEGETABLES",606,"11",1
"4079","BANKURA","MUNGA ( DRUMSTICK)","VEGETABLES",608,"11",1
"4080","BANKURA","PEPE (PAPAYA)","VEGETABLES",609,"11",1
"4082","BANKURA","LADY'S FINGER","VEGETABLES",611,"11",1
"4083","BANKURA","JHINGA","VEGETABLES",612,"11",1
"4084","BANKURA","KARLA (BITTER GOURD )","VEGETABLES",613,"11",1
"4085","BANKURA","BARBATI","VEGETABLES",614,"11",1
"4086","BANKURA","KALMI SHAK  (LEAFY VEGETABLE)","VEGETABLES",615,"11",1
"4087","BANKURA","KUNDRI","VEGETABLES",616,"11",1
"4088","BANKURA","OLL KAPHI  (ROOT VEGETABLE)","VEGETABLES",617,"11",1
"4089","BANKURA","KHAM ALU  (ROOT VEGETABLE)","VEGETABLES",618,"11",1
"4090","BANKURA","GREEN CHILLIES","VEGETABLES",619,"11",1
"4091","BANKURA","RED CHILLIES","VEGETABLES",620,"11",1
"4092","BANKURA","PALANG SHAK  (LEAFY VEGETABLE)","VEGETABLES",621,"11",1
"4094","BANKURA","TOMATO","VEGETABLES",623,"11",1
"4095","BANKURA","SIM","VEGETABLES",624,"11",1
"4097","BANKURA","ONION","VEGETABLES",626,"11",1
"4098","BANKURA","KULATHI SHAK  (LEAFY VEGETABLE)","VEGETABLES",627,"11",1
"4099","BANKURA","HINCHA SHAK (LEAFY VEGETABLE)","VEGETABLES",628,"11",1
"4100","BANKURA","CAULIFLOWER","VEGETABLES",629,"11",1
"4101","BANKURA","CABBAGE","VEGETABLES",630,"11",1
"4102","BANKURA","PUMPKIN","VEGETABLES",631,"11",1
"4103","BANKURA","SHOSHA (CUCUMBER)","VEGETABLES",632,"11",1
"4104","KACHCHH","JOWAR","CEREALS",101,"12",1
"4105","KACHCHH","BAJRA","CEREALS",102,"12",1
"4106","KACHCHH","WHEAT","CEREALS",103,"12",1
"4107","KACHCHH","MUG","PULSES",201,"12",1
"4108","KACHCHH","MATH","PULSES",202,"12",1
"4109","KACHCHH","CHANA","PULSES",203,"12",1
"4110","KACHCHH","ARANDA","OILSEEDS",301,"12",1
"4111","KACHCHH","TAL (SESAME)","OILSEEDS",302,"12",1
"4112","KACHCHH","GROUNDNUT(MUNGFALI)","OILSEEDS",303,"12",1
"4113","KACHCHH","RAYDO (MUSTARD)","OILSEEDS",304,"12",1
"4115","KACHCHH","KAPAS(COTTON)","FIBRE",401,"12",1
"4119","KACHCHH","RIGAN (BRINJAL)","VEGETABLES",601,"12",1
"4120","KACHCHH","MARCHA (MIRCHI)","VEGETABLES",602,"12",1
"4121","KACHCHH","TAMETA(TOMATO)","VEGETABLES",603,"12",1
"4122","KACHCHH","MULI(RADDISH)","VEGETABLES",604,"12",1
"4123","KACHCHH","DHANA (DHANIYA)","VEGETABLES",605,"12",1
"4124","KACHCHH","DUDHI(LOUKI)","VEGETABLES",606,"12",1
"4130","KACHCHH","SOVIN (GOUVAR)","OTHERS",701,"12",1
"4131","KACHCHH","ISABGOL","OTHERS",702,"12",1
"4132","DEVAS","JOWAR","CEREALS",101,"12",1
"4133","DEVAS","MAKKA(MAIZE)","CEREALS",102,"12",1
"4134","DEVAS","DHAN(PADDY)","CEREALS",103,"12",1
"4135","DEVAS","RAJGARA","CEREALS",104,"12",1
"4136","DEVAS","BAJRA","CEREALS",105,"12",1
"4137","DEVAS","GENHU(WHEAT)","CEREALS",104,"12",1
"4138","DEVAS","TUAR","PULSES",201,"12",1
"4139","DEVAS","CHANA","PULSES",202,"12",1
"4140","DEVAS","CHAWLA","PULSES",203,"12",1
"4141","DEVAS","URAD","PULSES",204,"12",1
"4142","DEVAS","MUNG","PULSES",205,"12",1
"4143","DEVAS","SOYABEAN","OILSEEDS",301,"12",1
"4144","DEVAS","MUNGFALI(GROUNDNUT)","OILSEEDS",302,"12",1
"4145","DEVAS","TILLEE(SESAME)","OILSEEDS",303,"12",1
"4146","DEVAS","KAPAS(COTTON)","FIBRE",401,"12",1
"4147","DEVAS","AAM(MANGO)","FRUIT",501,"12",1
"4148","DEVAS","NARIYAL(COCUNUT)","FRUIT",502,"12",1
"4149","DEVAS","JAM","FRUIT",503,"12",1
"4150","DEVAS","JAMUN","FRUIT",504,"12",1
"4151","DEVAS","PAPITA","FRUIT",505,"12",1
"4152","DEVAS","TARBUJ","FRUIT",506,"12",1
"4153","DEVAS","KHARBUJ","FRUIT",507,"12",1
"4154","DEVAS","AMROOD","FRUIT",508,"12",1
"4155","DEVAS","SITAFAL","FRUIT",509,"12",1
"4156","DEVAS","ANAR","FRUIT",510,"12",1
"4157","DEVAS","TEMRU","FRUIT",511,"12",1
"4158","DEVAS","KHAJUR(DATES)","FRUIT",512,"12",1
"4159","DEVAS","BILLA","FRUIT",513,"12",1
"4160","DEVAS","BAIR(INDIAN APPLE)","FRUIT",514,"12",1
"4161","DEVAS","MAHUA","FRUIT",515,"12",1
"4162","DEVAS","IMALI(TAMARIND)","FRUIT",516,"12",1
"4163","DEVAS","KAILA","FRUIT",517,"12",1
"4164","DEVAS","AWLA(GOOSEBERRY)","FRUIT",518,"12",1
"4166","DEVAS","CHIKU","FRUIT",520,"12",1
"4168","DEVAS","NIMBU(LEMON)","FRUIT",522,"12",1
"4170","DEVAS","KATAR","FRUIT",524,"12",1
"4171","DEVAS","BHINDI(OKRA)","VEGETABLES",601,"12",1
"4172","DEVAS","KARELA(BITTER GOURD)","VEGETABLES",602,"12",1
"4173","DEVAS","KAKADI","VEGETABLES",603,"12",1
"4174","DEVAS","BAINGAN(BRINJAL)","VEGETABLES",604,"12",1
"4175","DEVAS","GOBHI(CAULIFLOWER)","VEGETABLES",605,"12",1
"4176","DEVAS","TAMATAR(TOMATO)","VEGETABLES",606,"12",1
"4177","DEVAS","GAJAR(CARROT)","VEGETABLES",607,"12",1
"4178","DEVAS","MULI(RADDISH)","VEGETABLES",608,"12",1
"4179","DEVAS","PALAK(SPINACH)","VEGETABLES",609,"12",1
"4180","DEVAS","MAITHI(FENUGREEK)","VEGETABLES",610,"12",1
"4181","DEVAS","AALU(POTATO)","VEGETABLES",611,"12",1
"4182","DEVAS","BATLA","VEGETABLES",612,"12",1
"4183","DEVAS","DHANIYA(CORIANDER)","VEGETABLES",613,"12",1
"4184","DEVAS","MIRCHI(CHILLIES)","VEGETABLES",614,"12",1
"4185","DEVAS","ARABI(TARO)","VEGETABLES",615,"12",1
"4186","DEVAS","GILKI","VEGETABLES",616,"12",1
"4187","DEVAS","GAWARFALI(CLUSTER BEANS)","VEGETABLES",617,"12",1
"4188","DEVAS","LOKI(BOTTLE GOURD)","VEGETABLES",618,"12",1
"4189","DEVAS","KADDU(PUMPKIN)","VEGETABLES",619,"12",1
"4190","DEVAS","TORIYA (RIDGE GOURD)","VEGETABLES",620,"12",1
"4191","DEVAS","TUMADI","VEGETABLES",621,"12",1
"4192","DEVAS","JHUMAKI","VEGETABLES",622,"12",1
"4193","DEVAS","BALAR","VEGETABLES",624,"12",1
"4194","DEVAS","SURJNAFALI","VEGETABLES",625,"12",1
"4195","DEVAS","HALDI(TURMERIC)","VEGETABLES",626,"12",1
"4196","DEVAS","DANGARI","VEGETABLES",627,"12",1
"4197","DEVAS","AMADI","VEGETABLES",628,"12",1
"4198","DEVAS","SHAKAR-KAND(SWEET POTATO)","VEGETABLES",629,"12",1
"4199","DEVAS","SOUP","VEGETABLES",630,"12",1
"4200","DEVAS","ARANDI","VEGETABLES",631,"12",1
"4201","KHANDWA","JOWAR","CEREALS",101,"12",1
"4202","KHANDWA","MAIZE","CEREALS",102,"12",1
"4203","KHANDWA","WHEAT","CEREALS",103,"12",1
"4204","KHANDWA","PADDY","CEREALS",104,"12",1
"4205","KHANDWA","SAWARIYA","PULSES",201,"12",1
"4206","KHANDWA","CODU","PULSES",202,"12",1
"4207","KHANDWA","KUTKI","PULSES",203,"12",1
"4208","KHANDWA","BADALI","PULSES",204,"12",1
"4209","KHANDWA","GRAM","PULSES",205,"12",1
"4210","KHANDWA","TUWAR","PULSES",206,"12",1
"4211","KHANDWA","URAD","PULSES",207,"12",1
"4212","KHANDWA","MUNG","PULSES",208,"12",1
"4213","KHANDWA","CHAWALA","PULSES",209,"12",1
"4214","KHANDWA","MASOOR","PULSES",210,"12",1
"4215","KHANDWA","SOYABEAN","OILSEEDS",301,"12",1
"4216","KHANDWA","MUNGFALI (GROUNDNUT)","OILSEEDS",302,"12",1
"4217","KHANDWA","TILLI(SESAME)","OILSEEDS",303,"12",1
"4218","KHANDWA","COTTON","FIBRE",401,"12",1
"4219","KHANDWA","JAM","FRUIT",501,"12",1
"4220","KHANDWA","AAM(MANGO)","FRUIT",502,"12",1
"4221","KHANDWA","JAMUN(BLACK PLUM)","FRUIT",503,"12",1
"4222","KHANDWA","BER (INDIAN APPLE)","FRUIT",504,"12",1
"4223","KHANDWA","AAWALA(GOOSEBERRY)","FRUIT",505,"12",1
"4224","KHANDWA","MAHUWA","FRUIT",506,"12",1
"4225","KHANDWA","TEMRU","FRUIT",507,"12",1
"4226","KHANDWA","NIMBU(LEMON)","FRUIT",508,"12",1
"4227","KHANDWA","SITAFAL(CUSTARD APPLE)","FRUIT",509,"12",1
"4229","KHANDWA","PAPITA(PAPPAYA)","FRUIT",511,"12",1
"4230","KHANDWA","KATAL (JACKFRUIT)","FRUIT",512,"12",1
"4231","KHANDWA","IMALI(TAMARIND)","FRUIT",513,"12",1
"4232","KHANDWA","SUGARCANE","FRUIT",514,"12",1
"4233","KHANDWA","BEGAN(BRINJAL)","VEGETABLES",601,"12",1
"4234","KHANDWA","BALAR","VEGETABLES",602,"12",1
"4235","KHANDWA","PALAK(SPINACH)","VEGETABLES",603,"12",1
"4236","KHANDWA","METHI(FENUGREEK)","VEGETABLES",604,"12",1
"4237","KHANDWA","BHINDI(OKRA)","VEGETABLES",605,"12",1
"4238","KHANDWA","KARELA(BITTER GOURD)","VEGETABLES",606,"12",1
"4239","KHANDWA","GAWARFALI(CLUSTER BEANS)","VEGETABLES",607,"12",1
"4240","KHANDWA","KADU(PUMPKIN)","VEGETABLES",608,"12",1
"4241","KHANDWA","GILKI","VEGETABLES",609,"12",1
"4242","KHANDWA","MUTTOR(PEAS)","VEGETABLES",610,"12",1
"4243","KHANDWA","LOKI(BOTTLE GOURD)","VEGETABLES",611,"12",1
"4244","KHANDWA","AMADI KI BHAJI","VEGETABLES",612,"12",1
"4245","KHANDWA","MIRCH","VEGETABLES",613,"12",1
"4246","KHANDWA","GAJAR(CARROT)","VEGETABLES",614,"12",1
"4247","KHANDWA","MULI(RADDISH)","VEGETABLES",615,"12",1
"4248","MAHBUBNAGAR","RICE","CEREALS",101,"12",1
"4249","MAHBUBNAGAR","JOWAR","CEREALS",102,"12",1
"4250","MAHBUBNAGAR","PACHHA JONNA","CEREALS",103,"12",1
"4251","MAHBUBNAGAR","PATTHI","PULSES",201,"12",1
"4252","MAHBUBNAGAR","TELLA JONNA","PULSES",202,"12",1
"4253","MAHBUBNAGAR","KANDI","PULSES",203,"12",1
"4254","MAHBUBNAGAR","BLACK GRAM ","PULSES",204,"12",1
"4255","MAHBUBNAGAR","GREEN GRAM ","PULSES",205,"12",1
"4256","MAHBUBNAGAR","HORSE GRAM","PULSES",206,"12",1
"4257","MAHBUBNAGAR","BEBBARLU","PULSES",207,"12",1
"4259","MAHBUBNAGAR","PALLI","OILSEEDS",301,"12",1
"4260","MAHBUBNAGAR","SOYA ","OILSEEDS",302,"12",1
"4261","MAHBUBNAGAR","SUNFLOWER ","OILSEEDS",303,"12",1
"4262","MAHBUBNAGAR","SESAME","OILSEEDS",304,"12",1
"4263","MAHBUBNAGAR","CASTOR","OILSEEDS",305,"12",1
"4265","MAHBUBNAGAR","PAPAYA","FRUIT",502,"12",1
"4266","MAHBUBNAGAR","REGU","FRUIT",503,"12",1
"4268","MAHBUBNAGAR","NALLA NERADI PANDU","FRUIT",505,"12",1
"4270","MAHBUBNAGAR","GANGA RENI PANDU","FRUIT",507,"12",1
"4271","MAHBUBNAGAR","GUAVA ","FRUIT",508,"12",1
"4272","MAHBUBNAGAR","SAPOTA","FRUIT",509,"12",1
"4273","MAHBUBNAGAR","PAALAKURA  (LEAFYVEGETABLE)                                                                                                                                ","VEGETABLES",601,"12",1
"4275","MAHBUBNAGAR","GONGURA (LEAFY VEGETABLE)","VEGETABLES",603,"12",1
"4276","MAHBUBNAGAR","MIRCHI","VEGETABLES",604,"12",1
"4277","MAHBUBNAGAR","VANKAAYA","VEGETABLES",605,"12",1
"4278","MAHBUBNAGAR","BENDA ","VEGETABLES",606,"12",1
"4280","MAHBUBNAGAR","BEERAKAAYA","VEGETABLES",608,"12",1
"4281","MAHBUBNAGAR","ULLIGADDA","VEGETABLES",609,"12",1
"4282","MAHBUBNAGAR","TOTA KURA(LEAFY VEGETABLE)","VEGETABLES",610,"12",1
"4283","MALKANGIRI","BAJRA","CEREALS",101,"12",1
"4284","MALKANGIRI","PADDY","CEREALS",102,"12",1
"4287","MALKANGIRI","SWEET CORN","CEREALS",105,"12",1
"4288","MALKANGIRI","BOROBOTI","PULSES",201,"12",1
"4289","MALKANGIRI","DONGORRANI","PULSES",202,"12",1
"4290","MALKANGIRI","HORSE GRAM","PULSES",203,"12",1
"4291","MALKANGIRI","JHUDUNGO","PULSES",204,"12",1
"4292","MALKANGIRI","PIGEON PEA","PULSES",205,"12",1
"4293","MALKANGIRI","BLACK GRAM","PULSES",206,"12",1
"4294","MALKANGIRI","GREEN GRAM","PULSES",207,"12",1
"4295","MALKANGIRI","ALSI","OILSEEDS",301,"12",1
"4296","MALKANGIRI","SEASAME","OILSEEDS",302,"12",1
"4297","MALKANGIRI","GROUND NUT","OILSEEDS",303,"12",1
"4299","MALKANGIRI","COCONUT","FRUIT",501,"12",1
"4300","MALKANGIRI","BANANA","FRUIT",502,"12",1
"4307","MALKANGIRI","PAPAYA","FRUIT",503,"12",1
"4309","MALKANGIRI"," YAM ROOT","VEGETABLES",601,"12",1
"4310","MALKANGIRI","ASH GOURD","VEGETABLES",602,"12",1
"4312","MALKANGIRI","BEANS","VEGETABLES",604,"12",1
