"","cpid","crop.name","crop.category","cropid","variable","value"
"1","KACHCHH","JOWAR","CEREALS",101,"1",1
"2","KACHCHH","BAJRA","CEREALS",102,"1",1
"3","KACHCHH","WHEAT","CEREALS",103,"1",1
"4","KACHCHH","MUG","PULSES",201,"1",1
"5","KACHCHH","MATH","PULSES",202,"1",1
"7","KACHCHH","ARANDA","OILSEEDS",301,"1",1
"8","KACHCHH","TAL (SESAME)","OILSEEDS",302,"1",1
"9","KACHCHH","GROUNDNUT(MUNGFALI)","OILSEEDS",303,"1",1
"10","KACHCHH","RAYDO (MUSTARD)","OILSEEDS",304,"1",1
"16","KACHCHH","RIGAN (BRINJAL)","VEGETABLES",601,"1",1
"17","KACHCHH","MARCHA (MIRCHI)","VEGETABLES",602,"1",1
"18","KACHCHH","TAMETA(TOMATO)","VEGETABLES",603,"1",1
"27","KACHCHH","SOVIN (GOUVAR)","OTHERS",701,"1",1
"29","DEVAS","JOWAR","CEREALS",101,"1",1
"30","DEVAS","MAKKA(MAIZE)","CEREALS",102,"1",1
"31","DEVAS","DHAN(PADDY)","CEREALS",103,"1",1
"32","DEVAS","RAJGARA","CEREALS",104,"1",1
"33","DEVAS","BAJRA","CEREALS",105,"1",1
"34","DEVAS","GENHU(WHEAT)","CEREALS",104,"1",1
"35","DEVAS","TUAR","PULSES",201,"1",1
"36","DEVAS","CHANA","PULSES",202,"1",1
"37","DEVAS","CHAWLA","PULSES",203,"1",1
"38","DEVAS","URAD","PULSES",204,"1",1
"39","DEVAS","MUNG","PULSES",205,"1",1
"40","DEVAS","SOYABEAN","OILSEEDS",301,"1",1
"41","DEVAS","MUNGFALI(GROUNDNUT)","OILSEEDS",302,"1",1
"42","DEVAS","TILLEE(SESAME)","OILSEEDS",303,"1",1
"43","DEVAS","KAPAS(COTTON)","FIBRE",401,"1",1
"44","DEVAS","AAM(MANGO)","FRUIT",501,"1",1
"45","DEVAS","NARIYAL(COCUNUT)","FRUIT",502,"1",1
"46","DEVAS","JAM","FRUIT",503,"1",1
"47","DEVAS","JAMUN","FRUIT",504,"1",1
"48","DEVAS","PAPITA","FRUIT",505,"1",1
"49","DEVAS","TARBUJ","FRUIT",506,"1",1
"50","DEVAS","KHARBUJ","FRUIT",507,"1",1
"51","DEVAS","AMROOD","FRUIT",508,"1",1
"52","DEVAS","SITAFAL","FRUIT",509,"1",1
"53","DEVAS","ANAR","FRUIT",510,"1",1
"54","DEVAS","TEMRU","FRUIT",511,"1",1
"55","DEVAS","KHAJUR(DATES)","FRUIT",512,"1",1
"56","DEVAS","BILLA","FRUIT",513,"1",1
"57","DEVAS","BAIR(INDIAN APPLE)","FRUIT",514,"1",1
"58","DEVAS","MAHUA","FRUIT",515,"1",1
"59","DEVAS","IMALI(TAMARIND)","FRUIT",516,"1",1
"60","DEVAS","KAILA","FRUIT",517,"1",1
"61","DEVAS","AWLA(GOOSEBERRY)","FRUIT",518,"1",1
"62","DEVAS","BADAM","FRUIT",519,"1",1
"64","DEVAS","KARUNDA","FRUIT",521,"1",1
"65","DEVAS","NIMBU(LEMON)","FRUIT",522,"1",1
"66","DEVAS","NARANGI","FRUIT",523,"1",1
"67","DEVAS","KATAR","FRUIT",524,"1",1
"68","DEVAS","BHINDI(OKRA)","VEGETABLES",601,"1",1
"69","DEVAS","KARELA(BITTER GOURD)","VEGETABLES",602,"1",1
"70","DEVAS","KAKADI","VEGETABLES",603,"1",1
"71","DEVAS","BAINGAN(BRINJAL)","VEGETABLES",604,"1",1
"72","DEVAS","GOBHI(CAULIFLOWER)","VEGETABLES",605,"1",1
"73","DEVAS","TAMATAR(TOMATO)","VEGETABLES",606,"1",1
"74","DEVAS","GAJAR(CARROT)","VEGETABLES",607,"1",1
"75","DEVAS","MULI(RADDISH)","VEGETABLES",608,"1",1
"76","DEVAS","PALAK(SPINACH)","VEGETABLES",609,"1",1
"77","DEVAS","MAITHI(FENUGREEK)","VEGETABLES",610,"1",1
"78","DEVAS","AALU(POTATO)","VEGETABLES",611,"1",1
"79","DEVAS","BATLA","VEGETABLES",612,"1",1
"80","DEVAS","DHANIYA(CORIANDER)","VEGETABLES",613,"1",1
"81","DEVAS","MIRCHI(CHILLIES)","VEGETABLES",614,"1",1
"82","DEVAS","ARABI(TARO)","VEGETABLES",615,"1",1
"83","DEVAS","GILKI","VEGETABLES",616,"1",1
"84","DEVAS","GAWARFALI(CLUSTER BEANS)","VEGETABLES",617,"1",1
"85","DEVAS","LOKI(BOTTLE GOURD)","VEGETABLES",618,"1",1
"86","DEVAS","KADDU(PUMPKIN)","VEGETABLES",619,"1",1
"87","DEVAS","TORIYA (RIDGE GOURD)","VEGETABLES",620,"1",1
"88","DEVAS","TUMADI","VEGETABLES",621,"1",1
"89","DEVAS","JHUMAKI","VEGETABLES",622,"1",1
"90","DEVAS","BALAR","VEGETABLES",624,"1",1
"91","DEVAS","SURJNAFALI","VEGETABLES",625,"1",1
"92","DEVAS","HALDI(TURMERIC)","VEGETABLES",626,"1",1
"93","DEVAS","DANGARI","VEGETABLES",627,"1",1
"94","DEVAS","AMADI","VEGETABLES",628,"1",1
"95","DEVAS","SHAKAR-KAND(SWEET POTATO)","VEGETABLES",629,"1",1
"96","DEVAS","SOUP","VEGETABLES",630,"1",1
"97","DEVAS","ARANDI","VEGETABLES",631,"1",1
"98","KHANDWA","JOWAR","CEREALS",101,"1",1
"99","KHANDWA","MAIZE","CEREALS",102,"1",1
"100","KHANDWA","WHEAT","CEREALS",103,"1",1
"101","KHANDWA","PADDY","CEREALS",104,"1",1
"102","KHANDWA","SAWARIYA","PULSES",201,"1",1
"103","KHANDWA","CODU","PULSES",202,"1",1
"104","KHANDWA","KUTKI","PULSES",203,"1",1
"105","KHANDWA","BADALI","PULSES",204,"1",1
"106","KHANDWA","GRAM","PULSES",205,"1",1
"107","KHANDWA","TUWAR","PULSES",206,"1",1
"108","KHANDWA","URAD","PULSES",207,"1",1
"109","KHANDWA","MUNG","PULSES",208,"1",1
"110","KHANDWA","CHAWALA","PULSES",209,"1",1
"111","KHANDWA","MASOOR","PULSES",210,"1",1
"112","KHANDWA","SOYABEAN","OILSEEDS",301,"1",1
"113","KHANDWA","MUNGFALI (GROUNDNUT)","OILSEEDS",302,"1",1
"114","KHANDWA","TILLI(SESAME)","OILSEEDS",303,"1",1
"115","KHANDWA","COTTON","FIBRE",401,"1",1
"116","KHANDWA","JAM","FRUIT",501,"1",1
"117","KHANDWA","AAM(MANGO)","FRUIT",502,"1",1
"118","KHANDWA","JAMUN(BLACK PLUM)","FRUIT",503,"1",1
"119","KHANDWA","BER (INDIAN APPLE)","FRUIT",504,"1",1
"120","KHANDWA","AAWALA(GOOSEBERRY)","FRUIT",505,"1",1
"121","KHANDWA","MAHUWA","FRUIT",506,"1",1
"122","KHANDWA","TEMRU","FRUIT",507,"1",1
"123","KHANDWA","NIMBU(LEMON)","FRUIT",508,"1",1
"124","KHANDWA","SITAFAL(CUSTARD APPLE)","FRUIT",509,"1",1
"126","KHANDWA","PAPITA(PAPPAYA)","FRUIT",511,"1",1
"127","KHANDWA","KATAL (JACKFRUIT)","FRUIT",512,"1",1
"128","KHANDWA","IMALI(TAMARIND)","FRUIT",513,"1",1
"129","KHANDWA","SUGARCANE","FRUIT",514,"1",1
"130","KHANDWA","BEGAN(BRINJAL)","VEGETABLES",601,"1",1
"131","KHANDWA","BALAR","VEGETABLES",602,"1",1
"132","KHANDWA","PALAK(SPINACH)","VEGETABLES",603,"1",1
"133","KHANDWA","METHI(FENUGREEK)","VEGETABLES",604,"1",1
"134","KHANDWA","BHINDI(OKRA)","VEGETABLES",605,"1",1
"135","KHANDWA","KARELA(BITTER GOURD)","VEGETABLES",606,"1",1
"136","KHANDWA","GAWARFALI(CLUSTER BEANS)","VEGETABLES",607,"1",1
"137","KHANDWA","KADU(PUMPKIN)","VEGETABLES",608,"1",1
"138","KHANDWA","GILKI","VEGETABLES",609,"1",1
"139","KHANDWA","MUTTOR(PEAS)","VEGETABLES",610,"1",1
"140","KHANDWA","LOKI(BOTTLE GOURD)","VEGETABLES",611,"1",1
"141","KHANDWA","AMADI KI BHAJI","VEGETABLES",612,"1",1
"142","KHANDWA","MIRCH","VEGETABLES",613,"1",1
"143","KHANDWA","GAJAR(CARROT)","VEGETABLES",614,"1",1
"144","KHANDWA","MULI(RADDISH)","VEGETABLES",615,"1",1
"145","MAHBUBNAGAR","RICE","CEREALS",101,"1",1
"146","MAHBUBNAGAR","JOWAR","CEREALS",102,"1",1
"147","MAHBUBNAGAR","PACHHA JONNA","CEREALS",103,"1",1
"148","MAHBUBNAGAR","PATTHI","PULSES",201,"1",1
"149","MAHBUBNAGAR","TELLA JONNA","PULSES",202,"1",1
"150","MAHBUBNAGAR","KANDI","PULSES",203,"1",1
"151","MAHBUBNAGAR","BLACK GRAM ","PULSES",204,"1",1
"152","MAHBUBNAGAR","GREEN GRAM ","PULSES",205,"1",1
"153","MAHBUBNAGAR","HORSE GRAM","PULSES",206,"1",1
"156","MAHBUBNAGAR","PALLI","OILSEEDS",301,"1",1
"158","MAHBUBNAGAR","SUNFLOWER ","OILSEEDS",303,"1",1
"159","MAHBUBNAGAR","SESAME","OILSEEDS",304,"1",1
"162","MAHBUBNAGAR","PAPAYA","FRUIT",502,"1",1
"163","MAHBUBNAGAR","REGU","FRUIT",503,"1",1
"164","MAHBUBNAGAR","SEETHAPHUL","FRUIT",504,"1",1
"165","MAHBUBNAGAR","NALLA NERADI PANDU","FRUIT",505,"1",1
"168","MAHBUBNAGAR","GUAVA ","FRUIT",508,"1",1
"169","MAHBUBNAGAR","SAPOTA","FRUIT",509,"1",1
"170","MAHBUBNAGAR","PAALAKURA  (LEAFYVEGETABLE)                                                                                                                                ","VEGETABLES",601,"1",1
"171","MAHBUBNAGAR","MENTHEM  (LEAFYVEGETABLE)                             ","VEGETABLES",602,"1",1
"172","MAHBUBNAGAR","GONGURA (LEAFY VEGETABLE)","VEGETABLES",603,"1",1
"173","MAHBUBNAGAR","MIRCHI","VEGETABLES",604,"1",1
"174","MAHBUBNAGAR","VANKAAYA","VEGETABLES",605,"1",1
"175","MAHBUBNAGAR","BENDA ","VEGETABLES",606,"1",1
"177","MAHBUBNAGAR","BEERAKAAYA","VEGETABLES",608,"1",1
"178","MAHBUBNAGAR","ULLIGADDA","VEGETABLES",609,"1",1
"181","MALKANGIRI","PADDY","CEREALS",102,"1",1
"182","MALKANGIRI","RAGI","CEREALS",103,"1",1
"183","MALKANGIRI","SUA (MILLETS)","CEREALS",104,"1",1
"185","MALKANGIRI","BOROBOTI","PULSES",201,"1",1
"186","MALKANGIRI","DONGORRANI","PULSES",202,"1",1
"187","MALKANGIRI","HORSE GRAM","PULSES",203,"1",1
"188","MALKANGIRI","JHUDUNGO","PULSES",204,"1",1
"189","MALKANGIRI","PIGEON PEA","PULSES",205,"1",1
"190","MALKANGIRI","BLACK GRAM","PULSES",206,"1",1
"191","MALKANGIRI","GREEN GRAM","PULSES",207,"1",1
"192","MALKANGIRI","ALSI","OILSEEDS",301,"1",1
"193","MALKANGIRI","SEASAME","OILSEEDS",302,"1",1
"194","MALKANGIRI","GROUND NUT","OILSEEDS",303,"1",1
"195","MALKANGIRI","SUN FLOWER","OILSEEDS",304,"1",1
"196","MALKANGIRI","COCONUT","FRUIT",501,"1",1
"197","MALKANGIRI","BANANA","FRUIT",502,"1",1
"198","MALKANGIRI","CAULI FLOWER","PULSES",NA,"1",1
"199","MALKANGIRI","KIDNEY BEANS","PULSES",NA,"1",1
"200","MALKANGIRI","ASH GOURD","PULSES",NA,"1",1
"201","MALKANGIRI","PUMPKIN","PULSES",NA,"1",1
"202","MALKANGIRI","RADISH","PULSES",NA,"1",1
"203","MALKANGIRI","BILTER GOURD","PULSES",NA,"1",1
"206","MALKANGIRI"," YAM ROOT","VEGETABLES",601,"1",1
"207","MALKANGIRI","ASH GOURD","VEGETABLES",602,"1",1
"208","MALKANGIRI","BANGLORE BAIGONO(TYPE OF BRINJAL)","VEGETABLES",603,"1",1
"209","MALKANGIRI","BEANS","VEGETABLES",604,"1",1
"210","MALKANGIRI","BITTER GOURD","VEGETABLES",605,"1",1
"211","MALKANGIRI","BLACK BEANS","VEGETABLES",606,"1",1
"212","MALKANGIRI","BOTTLE GOURD","VEGETABLES",607,"1",1
"213","MALKANGIRI","BRINJAL","VEGETABLES",608,"1",1
"215","MALKANGIRI","CABBAGE","VEGETABLES",610,"1",1
"218","MALKANGIRI","DRUMSTICKS","VEGETABLES",613,"1",1
"219","MALKANGIRI","EDDOE ( ROOT VEGETABLE)","VEGETABLES",614,"1",1
"222","MALKANGIRI","KOHLRABI","VEGETABLES",617,"1",1
"223","MALKANGIRI","LADY’S FINGER","VEGETABLES",618,"1",1
"224","MALKANGIRI","POTATO","VEGETABLES",619,"1",1
"225","MALKANGIRI","PUMPKIN","VEGETABLES",620,"1",1
"226","MALKANGIRI","RADISH","VEGETABLES",621,"1",1
"227","MALKANGIRI","RIDGE GOURD","VEGETABLES",622,"1",1
"229","MALKANGIRI","SWEET ROOT","VEGETABLES",624,"1",1
"230","MALKANGIRI","TOMATO","VEGETABLES",625,"1",1
"234","MALKANGIRI","GARLIC","VEGETABLES",629,"1",1
"235","MALKANGIRI","GINGER","VEGETABLES",630,"1",1
"236","MALKANGIRI","ONION","VEGETABLES",631,"1",1
"237","MALKANGIRI","TURMERIC","VEGETABLES",632,"1",1
"238","PALAMU","MAKKA(MAIZE)","CEREALS",101,"1",1
"239","PALAMU"," DHAN(PADDY)","CEREALS",102,"1",1
"240","PALAMU","GENHU(WHEAT)","CEREALS",103,"1",1
"241","PALAMU","JO(JOWAR)","CEREALS",104,"1",1
"247","PALAMU","ARHAR","PULSES",201,"1",1
"248","PALAMU","GRAM","PULSES",202,"1",1
"249","PALAMU","MASOOR","PULSES",203,"1",1
"250","PALAMU","KURTHI","PULSES",204,"1",1
"252","PALAMU","URAD","PULSES",206,"1",1
"253","PALAMU","KHESARI ","PULSES",207,"1",1
"254","PALAMU","BARAI ","PULSES",208,"1",1
"255","PALAMU","MOONG","PULSES",209,"1",1
"256","PALAMU","MATAR(PEAS)","PULSES",210,"1",1
"258","PALAMU","TISI","OILSEEDS",302,"1",1
"259","PALAMU","SARSO(MUSTARD)","OILSEEDS",303,"1",1
"261","PALAMU","TIL(SESAME)","OILSEEDS",305,"1",1
"264","PALAMU","AAM(MANGO)","FRUIT",502,"1",1
"266","PALAMU","AMRUD(GUVAVA)","FRUIT",504,"1",1
"273","PALAMU","EMALI(TAMARIND)","FRUIT",511,"1",1
"280","PALAMU","AADI (GINGER)","VEGETABLES",602,"1",1
"281","PALAMU","TAMATOR(TOMATO)","VEGETABLES",603,"1",1
"282","PALAMU","AALU(POTATO)","VEGETABLES",604,"1",1
"283","PALAMU","PYAJ(ONION)","VEGETABLES",605,"1",1
"286","PALAMU","MIRCHA(CHILLIES)","VEGETABLES",608,"1",1
"287","PALAMU","BHINDI (OKRA)","VEGETABLES",609,"1",1
"288","PALAMU","KARELA(BITTER GOURD)","VEGETABLES",610,"1",1
"289","PALAMU","LOKI(BOTTLE GOURD)","VEGETABLES",611,"1",1
"290","PALAMU","CAULIFLOWER","VEGETABLES",612,"1",1
"292","PALAMU","JHINGA ","VEGETABLES",614,"1",1
"294","PALAMU","LAHSUN(GARLIC)","VEGETABLES",616,"1",1
"295","PALAMU","SEM ","VEGETABLES",617,"1",1
"296","PALAMU","KOHRA(PUMPKIN)","VEGETABLES",618,"1",1
"300","PALAMU","BOTALI ","VEGETABLES",622,"1",1
"303","PALAMU","PALAK(SPINACH)","VEGETABLES",625,"1",1
"304","PALAMU","DHANIA(CORIANDER)","VEGETABLES",626,"1",1
"305","PALAMU","METHI(FENUGREEK)","VEGETABLES",627,"1",1
"310","BANKURA","PADDY","CEREALS",101,"1",1
"311","BANKURA","WHEAT","CEREALS",102,"1",1
"312","BANKURA","MAIZE","CEREALS",103,"1",1
"316","BANKURA","ROMA  ","PULSES",203,"1",1
"318","BANKURA","MUSUR","PULSES",205,"1",1
"320","BANKURA","DUMUR ","PULSES",207,"1",1
"321","BANKURA","MUSTARD","OILSEEDS",301,"1",1
"323","BANKURA","KHASLA ","OILSEEDS",303,"1",1
"324","BANKURA","TAMARIND","FRUIT",501,"1",1
"325","BANKURA","MANGO","FRUIT",502,"1",1
"326","BANKURA","JAM / KUT (BLACKBERRY)","FRUIT",503,"1",1
"327","BANKURA","JACKFRUIT","FRUIT",504,"1",1
"328","BANKURA","BEL","FRUIT",505,"1",1
"329","BANKURA","AMRA (  MANGO)","FRUIT",506,"1",1
"330","BANKURA","DATE","FRUIT",507,"1",1
"331","BANKURA","PLUM","FRUIT",508,"1",1
"332","BANKURA","GUVAVA","FRUIT",509,"1",1
"334","BANKURA","KUL ","FRUIT",511,"1",1
"342","BANKURA","POTATO","VEGETABLES",601,"1",1
"343","BANKURA","GREEN ONION","VEGETABLES",602,"1",1
"344","BANKURA","BRINJAL","VEGETABLES",603,"1",1
"345","BANKURA","RADDISH","VEGETABLES",604,"1",1
"346","BANKURA","LAU(BOTTLE GOURD)","VEGETABLES",605,"1",1
"347","BANKURA","NOTE SHAK  (LEAFY VEGETABLE)","VEGETABLES",606,"1",1
"349","BANKURA","MUNGA ( DRUMSTICK)","VEGETABLES",608,"1",1
"350","BANKURA","PEPE (PAPAYA)","VEGETABLES",609,"1",1
"351","BANKURA","SARU/ALTI (ROOT VEGETABLE)","VEGETABLES",610,"1",1
"352","BANKURA","LADY'S FINGER","VEGETABLES",611,"1",1
"353","BANKURA","JHINGA","VEGETABLES",612,"1",1
"354","BANKURA","KARLA (BITTER GOURD )","VEGETABLES",613,"1",1
"355","BANKURA","BARBATI","VEGETABLES",614,"1",1
"356","BANKURA","KALMI SHAK  (LEAFY VEGETABLE)","VEGETABLES",615,"1",1
"362","BANKURA","PALANG SHAK  (LEAFY VEGETABLE)","VEGETABLES",621,"1",1
"363","BANKURA","PURUI / PUI  (LEAFY VEGETABLE)","VEGETABLES",622,"1",1
"364","BANKURA","TOMATO","VEGETABLES",623,"1",1
"365","BANKURA","SIM","VEGETABLES",624,"1",1
"368","BANKURA","KULATHI SHAK  (LEAFY VEGETABLE)","VEGETABLES",627,"1",1
"369","BANKURA","HINCHA SHAK (LEAFY VEGETABLE)","VEGETABLES",628,"1",1
"370","BANKURA","CAULIFLOWER","VEGETABLES",629,"1",1
"371","BANKURA","CABBAGE","VEGETABLES",630,"1",1
"372","BANKURA","PUMPKIN","VEGETABLES",631,"1",1
"373","BANKURA","SHOSHA (CUCUMBER)","VEGETABLES",632,"1",1
"374","KACHCHH","JOWAR","CEREALS",101,"2",1
"375","KACHCHH","BAJRA","CEREALS",102,"2",1
"376","KACHCHH","WHEAT","CEREALS",103,"2",1
"377","KACHCHH","MUG","PULSES",201,"2",1
"378","KACHCHH","MATH","PULSES",202,"2",1
"380","KACHCHH","ARANDA","OILSEEDS",301,"2",1
"381","KACHCHH","TAL (SESAME)","OILSEEDS",302,"2",1
"382","KACHCHH","GROUNDNUT(MUNGFALI)","OILSEEDS",303,"2",1
"383","KACHCHH","RAYDO (MUSTARD)","OILSEEDS",304,"2",1
"389","KACHCHH","RIGAN (BRINJAL)","VEGETABLES",601,"2",1
"390","KACHCHH","MARCHA (MIRCHI)","VEGETABLES",602,"2",1
"391","KACHCHH","TAMETA(TOMATO)","VEGETABLES",603,"2",1
"400","KACHCHH","SOVIN (GOUVAR)","OTHERS",701,"2",1
"403","DEVAS","MAKKA(MAIZE)","CEREALS",102,"2",1
"404","DEVAS","DHAN(PADDY)","CEREALS",103,"2",1
"406","DEVAS","BAJRA","CEREALS",105,"2",1
"407","DEVAS","GENHU(WHEAT)","CEREALS",104,"2",1
"408","DEVAS","TUAR","PULSES",201,"2",1
"409","DEVAS","CHANA","PULSES",202,"2",1
"410","DEVAS","CHAWLA","PULSES",203,"2",1
"411","DEVAS","URAD","PULSES",204,"2",1
"412","DEVAS","MUNG","PULSES",205,"2",1
"413","DEVAS","SOYABEAN","OILSEEDS",301,"2",1
"414","DEVAS","MUNGFALI(GROUNDNUT)","OILSEEDS",302,"2",1
"415","DEVAS","TILLEE(SESAME)","OILSEEDS",303,"2",1
"416","DEVAS","KAPAS(COTTON)","FIBRE",401,"2",1
"419","DEVAS","JAM","FRUIT",503,"2",1
"420","DEVAS","JAMUN","FRUIT",504,"2",1
"421","DEVAS","PAPITA","FRUIT",505,"2",1
"422","DEVAS","TARBUJ","FRUIT",506,"2",1
"423","DEVAS","KHARBUJ","FRUIT",507,"2",1
"424","DEVAS","AMROOD","FRUIT",508,"2",1
"425","DEVAS","SITAFAL","FRUIT",509,"2",1
"426","DEVAS","ANAR","FRUIT",510,"2",1
"427","DEVAS","TEMRU","FRUIT",511,"2",1
"428","DEVAS","KHAJUR(DATES)","FRUIT",512,"2",1
"429","DEVAS","BILLA","FRUIT",513,"2",1
"430","DEVAS","BAIR(INDIAN APPLE)","FRUIT",514,"2",1
"431","DEVAS","MAHUA","FRUIT",515,"2",1
"432","DEVAS","IMALI(TAMARIND)","FRUIT",516,"2",1
"441","DEVAS","BHINDI(OKRA)","VEGETABLES",601,"2",1
"442","DEVAS","KARELA(BITTER GOURD)","VEGETABLES",602,"2",1
"443","DEVAS","KAKADI","VEGETABLES",603,"2",1
"444","DEVAS","BAINGAN(BRINJAL)","VEGETABLES",604,"2",1
"448","DEVAS","MULI(RADDISH)","VEGETABLES",608,"2",1
"449","DEVAS","PALAK(SPINACH)","VEGETABLES",609,"2",1
"450","DEVAS","MAITHI(FENUGREEK)","VEGETABLES",610,"2",1
"451","DEVAS","AALU(POTATO)","VEGETABLES",611,"2",1
"452","DEVAS","BATLA","VEGETABLES",612,"2",1
"453","DEVAS","DHANIYA(CORIANDER)","VEGETABLES",613,"2",1
"454","DEVAS","MIRCHI(CHILLIES)","VEGETABLES",614,"2",1
"455","DEVAS","ARABI(TARO)","VEGETABLES",615,"2",1
"456","DEVAS","GILKI","VEGETABLES",616,"2",1
"457","DEVAS","GAWARFALI(CLUSTER BEANS)","VEGETABLES",617,"2",1
"458","DEVAS","LOKI(BOTTLE GOURD)","VEGETABLES",618,"2",1
"459","DEVAS","KADDU(PUMPKIN)","VEGETABLES",619,"2",1
"460","DEVAS","TORIYA (RIDGE GOURD)","VEGETABLES",620,"2",1
"461","DEVAS","TUMADI","VEGETABLES",621,"2",1
"462","DEVAS","JHUMAKI","VEGETABLES",622,"2",1
"463","DEVAS","BALAR","VEGETABLES",624,"2",1
"464","DEVAS","SURJNAFALI","VEGETABLES",625,"2",1
"466","DEVAS","DANGARI","VEGETABLES",627,"2",1
"467","DEVAS","AMADI","VEGETABLES",628,"2",1
"470","DEVAS","ARANDI","VEGETABLES",631,"2",1
"471","KHANDWA","JOWAR","CEREALS",101,"2",1
"472","KHANDWA","MAIZE","CEREALS",102,"2",1
"473","KHANDWA","WHEAT","CEREALS",103,"2",1
"474","KHANDWA","PADDY","CEREALS",104,"2",1
"475","KHANDWA","SAWARIYA","PULSES",201,"2",1
"476","KHANDWA","CODU","PULSES",202,"2",1
"477","KHANDWA","KUTKI","PULSES",203,"2",1
"478","KHANDWA","BADALI","PULSES",204,"2",1
"479","KHANDWA","GRAM","PULSES",205,"2",1
"480","KHANDWA","TUWAR","PULSES",206,"2",1
"481","KHANDWA","URAD","PULSES",207,"2",1
"482","KHANDWA","MUNG","PULSES",208,"2",1
"483","KHANDWA","CHAWALA","PULSES",209,"2",1
"484","KHANDWA","MASOOR","PULSES",210,"2",1
"485","KHANDWA","SOYABEAN","OILSEEDS",301,"2",1
"486","KHANDWA","MUNGFALI (GROUNDNUT)","OILSEEDS",302,"2",1
"487","KHANDWA","TILLI(SESAME)","OILSEEDS",303,"2",1
"488","KHANDWA","COTTON","FIBRE",401,"2",1
"489","KHANDWA","JAM","FRUIT",501,"2",1
"490","KHANDWA","AAM(MANGO)","FRUIT",502,"2",1
"491","KHANDWA","JAMUN(BLACK PLUM)","FRUIT",503,"2",1
"492","KHANDWA","BER (INDIAN APPLE)","FRUIT",504,"2",1
"493","KHANDWA","AAWALA(GOOSEBERRY)","FRUIT",505,"2",1
"494","KHANDWA","MAHUWA","FRUIT",506,"2",1
"495","KHANDWA","TEMRU","FRUIT",507,"2",1
"496","KHANDWA","NIMBU(LEMON)","FRUIT",508,"2",1
"497","KHANDWA","SITAFAL(CUSTARD APPLE)","FRUIT",509,"2",1
"499","KHANDWA","PAPITA(PAPPAYA)","FRUIT",511,"2",1
"500","KHANDWA","KATAL (JACKFRUIT)","FRUIT",512,"2",1
"501","KHANDWA","IMALI(TAMARIND)","FRUIT",513,"2",1
"502","KHANDWA","SUGARCANE","FRUIT",514,"2",1
"503","KHANDWA","BEGAN(BRINJAL)","VEGETABLES",601,"2",1
"504","KHANDWA","BALAR","VEGETABLES",602,"2",1
"505","KHANDWA","PALAK(SPINACH)","VEGETABLES",603,"2",1
"506","KHANDWA","METHI(FENUGREEK)","VEGETABLES",604,"2",1
"507","KHANDWA","BHINDI(OKRA)","VEGETABLES",605,"2",1
"508","KHANDWA","KARELA(BITTER GOURD)","VEGETABLES",606,"2",1
"509","KHANDWA","GAWARFALI(CLUSTER BEANS)","VEGETABLES",607,"2",1
"510","KHANDWA","KADU(PUMPKIN)","VEGETABLES",608,"2",1
"511","KHANDWA","GILKI","VEGETABLES",609,"2",1
"512","KHANDWA","MUTTOR(PEAS)","VEGETABLES",610,"2",1
"513","KHANDWA","LOKI(BOTTLE GOURD)","VEGETABLES",611,"2",1
"514","KHANDWA","AMADI KI BHAJI","VEGETABLES",612,"2",1
"515","KHANDWA","MIRCH","VEGETABLES",613,"2",1
"516","KHANDWA","GAJAR(CARROT)","VEGETABLES",614,"2",1
"517","KHANDWA","MULI(RADDISH)","VEGETABLES",615,"2",1
"518","MAHBUBNAGAR","RICE","CEREALS",101,"2",1
"519","MAHBUBNAGAR","JOWAR","CEREALS",102,"2",1
"520","MAHBUBNAGAR","PACHHA JONNA","CEREALS",103,"2",1
"521","MAHBUBNAGAR","PATTHI","PULSES",201,"2",1
"523","MAHBUBNAGAR","KANDI","PULSES",203,"2",1
"529","MAHBUBNAGAR","PALLI","OILSEEDS",301,"2",1
"537","MAHBUBNAGAR","SEETHAPHUL","FRUIT",504,"2",1
"539","MAHBUBNAGAR","MANGA PANDU","FRUIT",506,"2",1
"541","MAHBUBNAGAR","GUAVA ","FRUIT",508,"2",1
"542","MAHBUBNAGAR","SAPOTA","FRUIT",509,"2",1
"543","MAHBUBNAGAR","PAALAKURA  (LEAFYVEGETABLE)                                                                                                                                ","VEGETABLES",601,"2",1
"544","MAHBUBNAGAR","MENTHEM  (LEAFYVEGETABLE)                             ","VEGETABLES",602,"2",1
"545","MAHBUBNAGAR","GONGURA (LEAFY VEGETABLE)","VEGETABLES",603,"2",1
"547","MAHBUBNAGAR","VANKAAYA","VEGETABLES",605,"2",1
"548","MAHBUBNAGAR","BENDA ","VEGETABLES",606,"2",1
"550","MAHBUBNAGAR","BEERAKAAYA","VEGETABLES",608,"2",1
"551","MAHBUBNAGAR","ULLIGADDA","VEGETABLES",609,"2",1
"554","MALKANGIRI","PADDY","CEREALS",102,"2",1
"555","MALKANGIRI","RAGI","CEREALS",103,"2",1
"558","MALKANGIRI","BOROBOTI","PULSES",201,"2",1
"559","MALKANGIRI","DONGORRANI","PULSES",202,"2",1
"560","MALKANGIRI","HORSE GRAM","PULSES",203,"2",1
"561","MALKANGIRI","JHUDUNGO","PULSES",204,"2",1
"562","MALKANGIRI","PIGEON PEA","PULSES",205,"2",1
"563","MALKANGIRI","BLACK GRAM","PULSES",206,"2",1
"565","MALKANGIRI","ALSI","OILSEEDS",301,"2",1
